-887.00	-2420.00
-890.00	-2396.00
-896.00	-2352.00
-897.00	-2318.00
-900.00	-2307.00
-906.00	-2250.00
-907.00	-2229.00
-916.00	-2161.00
-930.00	-2152.00
-935.00	-2131.00
-942.00	-2123.00
-944.00	-2063.00
-951.00	-2055.00
-965.00	-2046.00
-970.00	-2029.00
-970.00	-2025.00
-975.00	-2008.00
-976.00	-1979.00
-979.00	-1957.00
-984.00	-1940.00
-1005.00	-1923.00
-1010.00	-1902.00
-1016.00	-1856.00
-1019.00	-1834.00
-1054.00	-1832.00
-1060.00	-1786.00
-1063.00	-1764.00
-1081.00	-1755.00
-1108.00	-1736.00
-1114.00	-1716.00
-1117.00	-1694.00
-1135.00	-1685.00
-1159.00	-1677.00
-1162.00	-1666.00
-1162.00	-1660.00
-1170.00	-1657.00
-1173.00	-1641.00
-1187.00	-1640.00
-1191.00	-1631.00
-1203.00	-1612.00
-1206.00	-1590.00
-1224.00	-1581.00
-1231.00	-1570.00
-1249.00	-1561.00
-1262.00	-1543.00
-1276.00	-1542.00
-1280.00	-1527.00
-1289.00	-1526.00
-1292.00	-1504.00
-1310.00	-1495.00
-1313.00	-1483.00
-1329.00	-1470.00
-1338.00	-1463.00
-1347.00	-1461.00
-1354.00	-1450.00
-1366.00	-1441.00
-1384.00	-1432.00
-1385.00	-1423.00
-1387.00	-1420.00
-1399.00	-1397.00
-1415.00	-1384.00
-1424.00	-1377.00
-1433.00	-1375.00
-1436.00	-1363.00
-1458.00	-1355.00
-1461.00	-1343.00
-1473.00	-1334.00
-1493.00	-1325.00
-1494.00	-1322.00
-1498.00	-1314.00
-1518.00	-1305.00
-1519.00	-1302.00
-1522.00	-1277.00
-1547.00	-1257.00
-1574.00	-1256.00
-1581.00	-1255.00
-1586.00	-1247.00
-1593.00	-1239.00
-1614.00	-1224.00
-1617.00	-1202.00
-1642.00	-1182.00
-1667.00	-1169.00
-1673.00	-1162.00
-1697.00	-1161.00
-1711.00	-1155.00
-1712.00	-1152.00
-1722.00	-1141.00
-1743.00	-1126.00
-1746.00	-1104.00
-1771.00	-1084.00
-1810.00	-1074.00
-1846.00	-1071.00
-1847.00	-1054.00
-1850.00	-1032.00
-1912.00	-1024.00
-1958.00	-1023.00
-1970.00	-1019.00
-1974.00	-1005.00
-1977.00	-983.00
-2007.00	-966.00
-2069.00	-958.00
-2155.00	-943.00
-2194.00	-933.00
-2201.00	-930.00
-2204.00	-908.00
-2266.00	-900.00
-2391.00	-892.00
-2647.00	-888.00
 -880.00	-2498.00
