-2046.00	-9774.00
-2047.00	-9717.00
-2048.00	-9556.00
-2049.00	-9550.00
-2050.00	-9493.00
-2051.00	-9276.00
-2052.00	-9093.00
-2053.00	-9087.00
-2054.00	-9052.00
-2056.00	-8989.00
-2058.00	-8589.00
-2077.00	-8497.00
-2079.00	-8283.00
-2091.00	-8119.00
-2093.00	-7968.00
-2103.00	-7825.00
-2112.00	-7813.00
-2114.00	-7662.00
-2124.00	-7519.00
-2145.00	-7393.00
-2161.00	-7319.00
-2163.00	-7293.00
-2169.00	-7259.00
-2171.00	-7100.00
-2177.00	-6978.00
-2188.00	-6888.00
-2197.00	-6876.00
-2198.00	-6672.00
-2209.00	-6582.00
-2230.00	-6456.00
-2247.00	-6412.00
-2254.00	-6322.00
-2256.00	-6163.00
-2281.00	-6107.00
-2285.00	-6068.00
-2294.00	-5993.00
-2302.00	-5926.00
-2311.00	-5851.00
-2348.00	-5830.00
-2352.00	-5791.00
-2355.00	-5741.00
-2361.00	-5716.00
-2375.00	-5669.00
-2384.00	-5594.00
-2393.00	-5571.00
-2400.00	-5549.00
-2401.00	-5504.00
-2410.00	-5429.00
-2447.00	-5408.00
-2451.00	-5369.00
-2460.00	-5294.00
-2473.00	-5292.00
-2474.00	-5247.00
-2483.00	-5172.00
-2499.00	-5127.00
-2524.00	-5112.00
-2533.00	-5037.00
-2549.00	-4992.00
-2558.00	-4990.00
-2563.00	-4945.00
-2572.00	-4870.00
-2609.00	-4849.00
-2613.00	-4810.00
-2622.00	-4735.00
-2647.00	-4688.00
-2679.00	-4674.00
-2690.00	-4657.00
-2692.00	-4649.00
-2699.00	-4582.00
-2724.00	-4535.00
-2728.00	-4528.00
-2744.00	-4496.00
-2778.00	-4471.00
-2779.00	-4467.00
-2790.00	-4448.00
-2799.00	-4408.00
-2801.00	-4380.00
-2804.00	-4353.00
-2817.00	-4239.00
-2876.00	-4236.00
-2883.00	-4209.00
-2896.00	-4095.00
-2928.00	-4077.00
-2937.00	-4037.00
-2996.00	-4034.00
-3003.00	-4007.00
-3007.00	-3933.00
-3016.00	-3893.00
-3075.00	-3890.00
-3111.00	-3885.00
-3131.00	-3853.00
-3144.00	-3843.00
-3163.00	-3835.00
-3171.00	-3816.00
-3172.00	-3795.00
-3180.00	-3776.00
-3190.00	-3741.00
-3242.00	-3691.00
-3251.00	-3651.00
-3310.00	-3648.00
-3360.00	-3644.00
-3369.00	-3640.00
-3369.00	-3630.00
-3379.00	-3601.00
-3394.00	-3575.00
-3430.00	-3559.00
-3434.00	-3557.00
-3443.00	-3550.00
-3443.00	-3534.00
-3458.00	-3528.00
-3473.00	-3431.00
-3513.00	-3413.00
-3565.00	-3332.00
-3580.00	-3310.00
-3649.00	-3307.00
-3678.00	-3292.00
-3689.00	-3253.00
-3692.00	-3179.00
-3784.00	-3080.00
-3799.00	-3058.00
-3924.00	-3011.00
-3939.00	-2989.00
-4034.00	-2973.00
-4049.00	-2951.00
-4090.00	-2940.00
-4154.00	-2937.00
-4185.00	-2924.00
-4200.00	-2902.00
-4264.00	-2899.00
-4265.00	-2881.00
-4316.00	-2879.00
-4321.00	-2878.00
-4350.00	-2862.00
-4375.00	-2843.00
-4413.00	-2829.00
-4428.00	-2807.00
