-1964.00	-9921.00
-1965.00	-9871.00
-1967.00	-9831.00
-1968.00	-9781.00
-1971.00	-9556.00
-1974.00	-9466.00
-1983.00	-9382.00
-1988.00	-9373.00
-1992.00	-9336.00
-1995.00	-9246.00
-1996.00	-9165.00
-1999.00	-9075.00
-2008.00	-8991.00
-2017.00	-8945.00
-2020.00	-8855.00
-2026.00	-8770.00
-2035.00	-8751.00
-2040.00	-8677.00
-2047.00	-8615.00
-2048.00	-8534.00
-2051.00	-8379.00
-2060.00	-8360.00
-2068.00	-8330.00
-2069.00	-8314.00
-2072.00	-8224.00
-2078.00	-8139.00
-2092.00	-8046.00
-2100.00	-7988.00
-2103.00	-7748.00
-2120.00	-7699.00
-2131.00	-7690.00
-2141.00	-7666.00
-2148.00	-7639.00
-2169.00	-7606.00
-2179.00	-7571.00
-2187.00	-7498.00
-2195.00	-7320.00
-2208.00	-7278.00
-2229.00	-7245.00
-2243.00	-7065.00
-2264.00	-7032.00
-2305.00	-7027.00
-2310.00	-6941.00
-2323.00	-6899.00
-2337.00	-6837.00
-2350.00	-6795.00
-2358.00	-6686.00
-2385.00	-6582.00
-2447.00	-6544.00
-2468.00	-6536.00
-2471.00	-6495.00
-2490.00	-6442.00
-2495.00	-6432.00
-2498.00	-6391.00
-2517.00	-6338.00
-2535.00	-6312.00
-2576.00	-6300.00
-2584.00	-6286.00
-2588.00	-6271.00
-2592.00	-6229.00
-2595.00	-6206.00
-2603.00	-6196.00
-2606.00	-6173.00
-2622.00	-6102.00
-2633.00	-6069.00
-2647.00	-6035.00
-2658.00	-6002.00
-2674.00	-5931.00
-2685.00	-5898.00
-2703.00	-5892.00
-2719.00	-5868.00
-2721.00	-5854.00
-2730.00	-5788.00
-2750.00	-5754.00
-2755.00	-5721.00
-2779.00	-5715.00
-2782.00	-5617.00
-2806.00	-5611.00
-2829.00	-5540.00
-2857.00	-5515.00
-2858.00	-5440.00
-2895.00	-5426.00
-2905.00	-5363.00
-2909.00	-5344.00
-2953.00	-5309.00
-2956.00	-5267.00
-2971.00	-5249.00
-2990.00	-5196.00
-3018.00	-5172.00
-3022.00	-5153.00
-3037.00	-5119.00
-3041.00	-5100.00
-3069.00	-5076.00
-3085.00	-5065.00
-3088.00	-5023.00
-3103.00	-5005.00
-3129.00	-4990.00
-3136.00	-4969.00
-3150.00	-4928.00
-3154.00	-4909.00
-3198.00	-4874.00
-3201.00	-4832.00
-3247.00	-4821.00
-3249.00	-4778.00
-3290.00	-4758.00
-3300.00	-4741.00
-3311.00	-4740.00
-3331.00	-4723.00
-3338.00	-4704.00
-3339.00	-4683.00
-3347.00	-4664.00
-3378.00	-4646.00
-3394.00	-4644.00
-3395.00	-4610.00
-3420.00	-4605.00
-3426.00	-4592.00
-3432.00	-4570.00
-3457.00	-4565.00
-3461.00	-4553.00
-3465.00	-4546.00
-3470.00	-4545.00
-3473.00	-4525.00
-3483.00	-4462.00
-3520.00	-4448.00
-3541.00	-4436.00
-3565.00	-4414.00
-3568.00	-4394.00
-3572.00	-4388.00
-3583.00	-4375.00
-3604.00	-4363.00
-3621.00	-4360.00
-3623.00	-4342.00
-3630.00	-4298.00
-3651.00	-4286.00
-3676.00	-4262.00
-3678.00	-4244.00
-3699.00	-4232.00
-3719.00	-4224.00
-3723.00	-4185.00
-3744.00	-4173.00
-3767.00	-4170.00
-3769.00	-4168.00
-3770.00	-4165.00
-3771.00	-4131.00
-3792.00	-4119.00
-3812.00	-4111.00
-3824.00	-4097.00
-3833.00	-4093.00
-3834.00	-4085.00
-3841.00	-4067.00
-3860.00	-4057.00
-3862.00	-4055.00
-3881.00	-4045.00
-3882.00	-4031.00
-3889.00	-4013.00
