-1843.00	-8484.00
-1859.00	-7753.00
-1912.00	-7700.00
-1912.00	-7478.00
-1939.00	-6946.00
-1981.00	-6694.00
-2034.00	-6641.00
-2061.00	-6331.00
-2103.00	-5857.00
-2145.00	-5827.00
-2156.00	-5804.00
-2198.00	-5774.00
-2198.00	-5552.00
-2240.00	-5300.00
-2267.00	-4990.00
-2320.00	-4937.00
-2331.00	-4914.00
-2362.00	-4685.00
-2373.00	-4662.00
-2415.00	-4632.00
-2415.00	-4410.00
-2457.00	-4158.00
-2510.00	-4105.00
-2548.00	-3772.00
-2601.00	-3719.00
-2643.00	-3467.00
-2696.00	-3414.00
-2749.00	-3361.00
-2791.00	-3109.00
-2844.00	-3056.00
-2897.00	-3003.00
-2950.00	-2950.00
-3003.00	-2897.00
-3056.00	-2844.00
-3109.00	-2791.00
-3162.00	-2738.00
-3215.00	-2685.00
-3268.00	-2632.00
-3321.00	-2579.00
-3462.00	-2575.00
-3571.00	-2522.00
-3626.00	-2484.00
-3679.00	-2431.00
-3732.00	-2378.00
-3929.00	-2374.00
-3984.00	-2336.00
-4037.00	-2283.00
-4234.00	-2279.00
-4289.00	-2241.00
-4312.00	-2230.00
-4541.00	-2199.00
-4594.00	-2146.00
-4846.00	-2104.00
-4869.00	-2093.00
-5098.00	-2062.00
-5121.00	-2051.00
-5373.00	-2009.00
-5683.00	-1982.00
-5706.00	-1971.00
-5903.00	-1967.00
-5935.00	-1940.00
-5958.00	-1929.00
-5988.00	-1887.00
-6263.00	-1834.00
-6795.00	-1807.00
-7047.00	-1765.00
-7579.00	-1738.00
-8532.00	-1722.00
-9064.00	-1695.00
 -1790.00	-8759.00
